system:index,city,mean,site,unique_id,.geo
00000000000000000c4d,sluh,0.7756645156261035,d72339,3150,"{""type"":""Polygon"",""coordinates"":[[[-111.91499982229844,40.5524967515006],[-111.9183078705896,40.55213854946698],[-111.92135249900454,40.551092467216975],[-111.92389128687175,40.549441802379405],[-111.92572213071324,40.5473179866645],[-111.92669933665398,40.54489011179052],[-111.92674520475069,40.54235145855172],[-111.9258561871657,40.53990410481934],[-111.92410313834961,40.53774283981347],[-111.92162564737465,40.53603966516881],[-111.91862091218644,40.53493011454502],[-111.9153280458831,40.53450247732667],[-111.91200906322588,40.53479078040865],[-111.9089280546429,40.53577208371824],[-111.9063301960058,40.53736830348407],[-111.9044222552208,40.53945241898023],[-111.90335614026482,40.54185857140773],[-111.90321679612705,40.54439525477402],[-111.90401541753852,40.54686055235835],[-111.9056885257504,40.5490582082554],[-111.9081029928724,40.55081325502637],[-111.91106662275688,40.551985951726444],[-111.91434345122524,40.552482919527776],[-111.91499982229844,40.5524967515006]]]}"
00000000000000000c4e,sluh,0.6224793026893597,d72463,3151,"{""type"":""Polygon"",""coordinates"":[[[-111.94294946770144,40.826548643144335],[-111.94627114855909,40.82619044065205],[-111.94932832301038,40.82514435716927],[-111.95187757077177,40.823493690709626],[-111.95371595553617,40.821369873489665],[-111.9546971837446,40.81894199769735],[-111.95474323647055,40.81640334441347],[-111.9538505526134,40.81395599152326],[-111.95209027968957,40.8117947279839],[-111.94960258245406,40.81009155497252],[-111.94658547112715,40.80898200563917],[-111.94327904306164,40.80855436896588],[-111.9399463911831,40.80884267167749],[-111.9368526925934,40.80982397381682],[-111.9342441322835,40.811420191977575],[-111.93232832971225,40.8135043059346],[-111.93125781915279,40.81591045736918],[-111.93111789662588,40.81844714059864],[-111.93191980433132,40.82091243894506],[-111.93359980320196,40.823110096265324],[-111.93602421756658,40.824865144676494],[-111.93900005941379,40.82603784272179],[-111.94229039167034,40.82653481115344],[-111.94294946770144,40.826548643144335]]]}"
00000000000000000c4f,sluh,0.6675061448974517,d72464,3152,"{""type"":""Polygon"",""coordinates"":[[[-111.94199967917706,40.82243735197306],[-111.9453211541284,40.82207914948769],[-111.94837813908438,40.821033066023475],[-111.95092722885956,40.819382399588264],[-111.95276549972591,40.81725858239096],[-111.95374666718212,40.81483070661249],[-111.95379271711948,40.812292053329294],[-111.95290008863779,40.80984470042639],[-111.95113992482688,40.807683436864956],[-111.94865238174667,40.80598026382897],[-111.94563545734886,40.80487071447619],[-111.94232923412007,40.80444307779467],[-111.9389967887013,40.80473138051186],[-111.93590328178135,40.80571268266882],[-111.93329488310944,40.807308900853755],[-111.9313791992826,40.809393014833965],[-111.93030875511438,40.8117991662835],[-111.93016884132355,40.814335849515025],[-111.9309706993929,40.81680114784996],[-111.9326505941871,40.818998805148794],[-111.93507485830862,40.82075385353525],[-111.93805051570634,40.82192655156028],[-111.94134064400166,40.82242351998245],[-111.94199967917706,40.82243735197306]]]}"
00000000000000000c50,sluh,0.7131081775520859,d72465,3153,"{""type"":""Polygon"",""coordinates"":[[[-111.94022941605884,40.818428620126],[-111.94355069028141,40.81807041764737],[-111.94660749050692,40.81702433420126],[-111.94915642626846,40.815373667789856],[-111.95099458610079,40.813249850614675],[-111.95197569433236,40.81082197484968],[-111.95202174155129,40.80828332156715],[-111.9511291670526,40.80583596865187],[-111.94936910961097,40.8036747050689],[-111.94688171680981,40.80197153200894],[-111.94386497464075,40.800861982637194],[-111.94055895109803,40.80043434594768],[-111.9372267069476,40.800722648670316],[-111.93413338687785,40.801703950844455],[-111.93152514577953,40.80330016905295],[-111.92960957771128,40.80538428305577],[-111.92853919826489,40.80779043451989],[-111.92839929299045,40.810327117753424],[-111.9292011026718,40.812792416077166],[-111.93088089600657,40.8149900733551],[-111.93330501366286,40.81674512171747],[-111.93628049124911,40.817917819722744],[-111.93957042071182,40.81841478813565],[-111.94022941605884,40.818428620126]]]}"
00000000000000000c51,sluh,0.7398414610341043,d72466,3154,"{""type"":""Polygon"",""coordinates"":[[[-111.93739342778885,40.81639972914668],[-111.94071460043442,40.81604152667146],[-111.94377130717875,40.8149954432345],[-111.9463201650031,40.81334477683516],[-111.94815826864763,40.81122095967116],[-111.94913934690912,40.808793083913],[-111.94918539275241,40.806254430630794],[-111.94829284557133,40.80380707770927],[-111.94653284195691,40.801645814115396],[-111.94404552520312,40.79994264104329],[-111.94102887524926,40.79883309166197],[-111.93772295275589,40.7984054549684],[-111.93439081045547,40.798693757693776],[-111.93129758493957,40.79967505987663],[-111.92868942357997,40.801271278097055],[-111.92677391409028,40.8033553921113],[-111.9257035673958,40.8057615435828],[-111.925563666431,40.80829822681736],[-111.92636545162604,40.81076352513542],[-111.9280451936182,40.81296118240279],[-111.93046923715706,40.814716230752964],[-111.93344462375134,40.81588892874825],[-111.9367344525966,40.816385897156465],[-111.93739342778885,40.81639972914668]]]}"
00000000000000000c52,sluh,0.8718185026207868,d72468,3155,"{""type"":""Polygon"",""coordinates"":[[[-111.9250015859613,40.733995541679],[-111.92831864177518,40.733637339342046],[-111.9313715598039,40.732591256276734],[-111.93391725889686,40.730940590366394],[-111.93575308529617,40.7288167736561],[-111.93673294889402,40.726388898174775],[-111.93677893898314,40.72385024490617],[-111.93588749896222,40.721402891730754],[-111.9341296769205,40.71924162769478],[-111.93164544230429,40.717538454130306],[-111.92863252975806,40.71642890435996],[-111.92533070271251,40.71600126750208],[-111.92200268831094,40.716289570339114],[-111.91891329498606,40.71727087287475],[-111.91630836537092,40.71886709157904],[-111.9143952300232,40.720951206057286],[-111.91332621073593,40.723357357828114],[-111.91318648443708,40.725894041103906],[-111.91398727722158,40.72835933919225],[-111.91566493833864,40.73055699603055],[-111.91808597795932,40.73231204388628],[-111.92105767672332,40.73348474147603],[-111.924343427626,40.733981709694234],[-111.9250015859613,40.733995541679]]]}"
00000000000000000c53,sluh,0.8517250513537975,d72469,3156,"{""type"":""Polygon"",""coordinates"":[[[-111.92900139960625,40.71899958483626],[-111.93231770807171,40.71864138252444],[-111.93536993831651,40.71759529952665],[-111.93791506398959,40.71594463370516],[-111.93975047698943,40.71382081707733],[-111.94073012008337,40.7113929416463],[-111.94077610005105,40.70885428838015],[-111.93988486101821,40.70640693515862],[-111.93812743500797,40.70424567104231],[-111.93564375990721,40.70254249738836],[-111.9326315258309,40.701432947547325],[-111.92933044225205,40.70100531065959],[-111.92600317720817,40.70129361351692],[-111.92291447955968,40.70227491611665],[-111.92031013661892,40.70387113490888],[-111.9183974322607,40.70595524947144],[-111.91732865394404,40.70836140129664],[-111.91718895935303,40.71089808457994],[-111.9179895719803,40.71336338262653],[-111.91966685534591,40.71556103938688],[-111.9220873496507,40.71731608715276],[-111.92505837894497,40.718488784668814],[-111.92834338955895,40.71898575285248],[-111.92900139960625,40.71899958483626]]]}"
00000000000000000c54,sluh,0.8752222305949083,d72470,3157,"{""type"":""Polygon"",""coordinates"":[[[-111.90876153992467,40.672999498368924],[-111.91207555941435,40.672641296134096],[-111.9151256831172,40.671595213343274],[-111.917669052522,40.669944547794096],[-111.91950319936339,40.667820731418935],[-111.9204821670986,40.66539285614209],[-111.92052811606617,40.66285420288351],[-111.91963749261869,40.660406849520584],[-111.9178812795721,40.65824558515806],[-111.91539931815325,40.65654241122992],[-111.91238916209218,40.65543286117224],[-111.90909035560063,40.655005224193005],[-111.90576538568696,40.65529352711251],[-111.9026788187537,40.65627482990871],[-111.90007627267704,40.6578710489704],[-111.89816488835186,40.659955163791345],[-111.89709684807892,40.66236131578325],[-111.89695725060237,40.66489799908952],[-111.89775731144456,40.66736329700818],[-111.89943343783432,40.66956095352959],[-111.90185226194758,40.67131600102011],[-111.90482124079251,40.67248869831032],[-111.90810398405327,40.672985666388165],[-111.90876153992467,40.672999498368924]]]}"
00000000000000000c55,sluh,0.7453228333980824,d72471,3158,"{""type"":""Polygon"",""coordinates"":[[[-111.91945000514978,40.60799918231284],[-111.9227607992244,40.60764098018663],[-111.92580795458112,40.60659489768776],[-111.92834884921317,40.60494423252276],[-111.9301812118995,40.602820416504045],[-111.93115922798042,40.60039254144469],[-111.93120513326488,40.597853888196795],[-111.93031537724363,40.5954065346344],[-111.92856087339435,40.593245269924566],[-111.9260813267396,40.59154209560961],[-111.92307409882812,40.590432545246315],[-111.91977850100052,40.590004908137985],[-111.91645676517528,40.59029321114521],[-111.91337320065168,40.59127451421857],[-111.91077318655189,40.59287073366039],[-111.9088636622965,40.59495484884585],[-111.90779666200692,40.59736100107291],[-111.90765720137465,40.59989768441158],[-111.90845648469124,40.60236298214976],[-111.910130980776,40.60456063833411],[-111.91254745140793,40.60631568543617],[-111.9155135409473,40.607488382407794],[-111.91879308926144,40.60798535033636],[-111.91945000514978,40.60799918231284]]]}"
00000000000000000c56,sluh,0.7382793816626796,d72472,3159,"{""type"":""Polygon"",""coordinates"":[[[-111.91725166833041,40.60558680864292],[-111.92056234290216,40.60522860652074],[-111.92360938828051,40.60418252403271],[-111.92615019122127,40.602531858881946],[-111.92798248780394,40.600408042876445],[-111.9289604686257,40.597980167825156],[-111.92900637229168,40.595441514577644],[-111.92811664840887,40.59299416100787],[-111.92636220788604,40.59083289628515],[-111.92388275069922,40.58912972195586],[-111.92087563127683,40.58802017158123],[-111.9175801523315,40.587592534468115],[-111.91425853633051,40.587880837478586],[-111.91117508304737,40.58886214056222],[-111.9085751627583,40.59045836001814],[-111.90666570741922,40.592542475217115],[-111.90559874566142,40.5949486274529],[-111.90545929009926,40.59748531079277],[-111.90625854460822,40.599950608524246],[-111.90793298028953,40.602148264696105],[-111.9103493637241,40.60390331178377],[-111.91331534621355,40.60507600874357],[-111.9165947761537,40.60557297666661],[-111.91725166833041,40.60558680864292]]]}"
00000000000000000c57,sluh,0.7663388622793257,d72473,3160,"{""type"":""Polygon"",""coordinates"":[[[-111.91190520616735,40.577539063016744],[-111.91521449238839,40.577180860941375],[-111.91826026006898,40.57613477857914],[-111.92079999776611,40.574484113593904],[-111.9226315263752,40.57236029774198],[-111.92360909756576,40.5699324227844],[-111.92365498242854,40.56739376954149],[-111.92276563192137,40.56494641588577],[-111.92101192710706,40.562785151013415],[-111.91853350933374,40.56108197651744],[-111.91552765030714,40.559972426011136],[-111.91223355250253,40.5595447888424],[-111.908913328586,40.559833091890674],[-111.90583116766322,40.56081439509372],[-111.90323233724087,40.56241061471343],[-111.90132368255203,40.56449473006947],[-111.90025716844555,40.56690088240657],[-111.90011777178658,40.5694375657604],[-111.90091669161644,40.571902863414124],[-111.90259042554754,40.574100519440734],[-111.90500579594723,40.575855566361035],[-111.90797053476123,40.57702826318357],[-111.91124858946554,40.57752523104228],[-111.91190520616735,40.577539063016744]]]}"
00000000000000000c58,sluh,0.7649797596092037,d72474,3161,"{""type"":""Polygon"",""coordinates"":[[[-111.91029992978811,40.57659819269446],[-111.91360916947043,40.57623999062066],[-111.9166548943215,40.575193908262634],[-111.91919459631072,40.57354324328296],[-111.92102609917664,40.57141942743618],[-111.92200365663602,40.56899155248174],[-111.9220495408685,40.56645289923899],[-111.9211602028772,40.56400554558039],[-111.91940652272449,40.56184428070302],[-111.91692813979321,40.560141106201456],[-111.91392232301618,40.55903155569074],[-111.91062827150861,40.558603918520134],[-111.90730809425595,40.55889222156967],[-111.90422597665425,40.55987352477673],[-111.90162718276517,40.561469744401926],[-111.89971855491484,40.563553859763225],[-111.898652055814,40.56596001210373],[-111.89851266112952,40.56849669545802],[-111.89931156974065,40.57096199310913],[-111.90098528014846,40.57315964913089],[-111.90340061659035,40.57491469604557],[-111.90636531371526,40.57608739286349],[-111.90964332232046,40.57658436072005],[-111.91029992978811,40.57659819269446]]]}"
00000000000000000c59,sluh,0.8590759153493712,d72475,3162,"{""type"":""Polygon"",""coordinates"":[[[-111.88088324013853,40.57764608144204],[-111.88419253165321,40.57728787936648],[-111.88723830420554,40.57624179700377],[-111.88977804596433,40.5745911320179],[-111.89160957750164,40.57246731616539],[-111.89258715025409,40.57003944120745],[-111.89263303518857,40.567500787964526],[-111.89174368325774,40.56505343430914],[-111.88998997563823,40.56289216943734],[-111.88751155390175,40.561188994942015],[-111.88450569006937,40.560079444436205],[-111.8812115869986,40.55965180726768],[-111.87789135777419,40.55994011031581],[-111.87480919192379,40.56092141351841],[-111.87221035734588,40.562517633137496],[-111.87030169960424,40.564601748492926],[-111.8692351837909,40.567007900829644],[-111.86909578690734,40.56954458418343],[-111.8698947080133,40.57200988183743],[-111.87156844462011,40.57420753786461],[-111.87398381888241,40.57596258478554],[-111.87694856243841,40.577135281608605],[-111.88022662238636,40.577632249467555],[-111.88088324013853,40.57764608144204]]]}"
00000000000000000c5a,sluh,0.7678583546023714,d72476,3163,"{""type"":""Polygon"",""coordinates"":[[[-111.90908705430157,40.56477711580179],[-111.91239570945977,40.56441891374769],[-111.91544089637385,40.56337283144266],[-111.91798014987364,40.56172216653269],[-111.91981132940693,40.55959835075061],[-111.92078871440312,40.55717047583565],[-111.92083459071901,40.55463182259482],[-111.91994540992648,40.55218446890003],[-111.91819203952215,40.55002320395961],[-111.91571409420531,40.54832002938786],[-111.91270880808081,40.54721047882167],[-111.90941533806188,40.546782841627646],[-111.90609574690541,40.5470711446931],[-111.903014173414,40.54805244795046],[-111.90041583838118,40.54964866764465],[-111.89850754762102,40.5517327830721],[-111.89744123699056,40.55413893545528],[-111.89730186710548,40.55667561881546],[-111.89810063480981,40.55914091643381],[-111.89977404976636,40.56133857239439],[-111.90218895969979,40.56309361923857],[-111.9051531332118,40.56426631599869],[-111.9084305628145,40.56476328382815],[-111.90908705430157,40.56477711580179]]]}"
00000000000000000c5b,sluh,0.7800735618491044,d72477,3164,"{""type"":""Polygon"",""coordinates"":[[[-111.91570436026487,40.55951983565977],[-111.91901275557467,40.559161633614444],[-111.9220577033505,40.55811555133296],[-111.92459675747567,40.556464886453995],[-111.92642779327238,40.55434107070068],[-111.9274051016006,40.55191319580326],[-111.92745097439722,40.5493745425633],[-111.92656186348692,40.546927188852415],[-111.92480863078028,40.54476592388398],[-111.92233088000361,40.54306274928102],[-111.91932582977908,40.54195319869016],[-111.91603261825918,40.54152556148571],[-111.91271328765,40.54181386455826],[-111.90963195604115,40.542795167837966],[-111.90703382499153,40.54439138756283],[-111.90512568408377,40.5464755030197],[-111.90405945723725,40.54888165542185],[-111.90392009837667,40.55141833878465],[-111.9047188034413,40.553883636388434],[-111.90639208705588,40.55608129232183],[-111.90880680738623,40.55783633913466],[-111.91177074812774,40.55900903586907],[-111.91504792033665,40.55950600368648],[-111.91570436026487,40.55951983565977]]]}"
